"","fips","state_id","county","UnempRate","Population","PercBach","MinorityRate","cases","deaths"
"2026",39019,"OH","Carroll County, OH","High","Low","Low","Low",2260927,67235
"2027",39021,"OH","Champaign County, OH","High","Low","High","Low",1186329,7710
"2028",39023,"OH","Clark County, OH","High","Low","Low","Low",17233114,317066
"2029",39025,"OH","Clermont County, OH","High","Low","Low","Low",611028,5945
"2030",39027,"OH","Clinton County, OH","High","Low","Low","Low",1444383,27366
"2031",39029,"OH","Columbiana County, OH","High","Low","High","Low",513214,18220
"2032",39031,"OH","Coshocton County, OH","High","Low","Low","Low",91773,1891
"2033",39033,"OH","Crawford County, OH","High","Low","Low","Low",1524601,16985
"2034",39035,"OH","Cuyahoga County, OH","High","Low","Low","High",4836405,132403
"2035",39037,"OH","Darke County, OH","Low","Low","High","Low",253614,9799
"2036",39039,"OH","Defiance County, OH","High","Low","Low","Low",132864,3250
"2037",39041,"OH","Delaware County, OH","Low","Low","Low","Low",4545908,213979
"2038",39043,"OH","Erie County, OH","High","Low","Low","Low",4098280,181705
"2039",39045,"OH","Fairfield County, OH","Low","Low","Low","Low",6628408,369989
"2040",39047,"OH","Fayette County, OH","High","Low","High","Low",3613942,51720
"2041",39049,"OH","Franklin County, OH","High","Low","Low","High",10867139,218177
"2042",39051,"OH","Fulton County, OH","High","Low","Low","Low",6308351,131880
"2043",39053,"OH","Gallia County, OH","High","Low","High","Low",75712,1803
"2044",39055,"OH","Geauga County, OH","High","Low","High","Low",248398,10756
"2045",39057,"OH","Greene County, OH","Low","Low","High","Low",3436801,66823
"2046",39059,"OH","Guernsey County, OH","High","Low","Low","Low",91848,1714
"2047",39061,"OH","Hamilton County, OH","High","Low","High","High",7810020,128627
"2048",39063,"OH","Hancock County, OH","High","Low","Low","Low",1085616,34013
"2049",39065,"OH","Hardin County, OH","High","Low","Low","Low",1070677,16577
"2050",39067,"OH","Harrison County, OH","High","Low","High","Low",1618390,34016
"2051",39069,"OH","Henry County, OH","High","Low","High","Low",2529359,40412
"2052",39071,"OH","Highland County, OH","High","Low","Low","Low",107129,1408
"2053",39073,"OH","Hocking County, OH","High","Low","High","Low",69864,2321
"2054",39075,"OH","Holmes County, OH","Low","Low","High","Low",515019,16983
"2055",39077,"OH","Huron County, OH","High","Low","Low","Low",261550,4207
"2056",39079,"OH","Jackson County, OH","High","Low","Low","Low",5185892,90335
"2057",39081,"OH","Jefferson County, OH","High","Low","Low","Low",15825803,309081
"2058",39083,"OH","Knox County, OH","Low","Low","Low","Low",2982515,31708
"2059",39085,"OH","Lake County, OH","High","Low","Low","Low",10437532,247745
"2060",39087,"OH","Lawrence County, OH","High","Low","Low","Low",1697629,38325
"2061",39089,"OH","Licking County, OH","Low","Low","Low","Low",609763,11885
"2062",39091,"OH","Logan County, OH","High","Low","Low","Low",1082458,18834
"2063",39093,"OH","Lorain County, OH","High","Low","Low","Low",806894,20761
"2064",39095,"OH","Lucas County, OH","High","Low","Low","High",1960667,85659
"2065",39097,"OH","Madison County, OH","Low","Low","High","Low",7167895,123804
"2066",39099,"OH","Mahoning County, OH","High","Low","Low","High",994804,62877
"2067",39101,"OH","Marion County, OH","High","Low","High","Low",11139856,313433
"2068",39103,"OH","Medina County, OH","High","Low","Low","Low",742860,17298
"2069",39105,"OH","Meigs County, OH","High","Low","High","Low",102150,2341
"2070",39107,"OH","Mercer County, OH","Low","Low","High","Low",3257380,166492
"2071",39109,"OH","Miami County, OH","High","Low","Low","Low",733651,13651
"2072",39111,"OH","Monroe County, OH","High","Low","High","Low",5435794,166229
"2073",39113,"OH","Montgomery County, OH","High","Low","Low","High",17144036,540993
"2074",39115,"OH","Morgan County, OH","High","Low","High","Low",1889018,36521
"2075",39117,"OH","Morrow County, OH","High","Low","Low","Low",191578,1315
"2076",39119,"OH","Muskingum County, OH","High","Low","Low","Low",236404,1158
"2077",39121,"OH","Noble County, OH","High","Low","Low","Low",380587,10165
"2078",39123,"OH","Ottawa County, OH","High","Low","Low","Low",1553844,28277
"2079",39125,"OH","Paulding County, OH","High","Low","High","Low",694711,11293
"2080",39127,"OH","Perry County, OH","High","Low","Low","Low",875485,17856
"2081",39129,"OH","Pickaway County, OH","High","Low","Low","Low",729715,10445
"2082",39131,"OH","Pike County, OH","High","Low","Low","Low",1217585,25991
"2083",39133,"OH","Portage County, OH","High","Low","Low","Low",829252,19568
"2084",39135,"OH","Preble County, OH","High","Low","High","Low",151046,2488
"2085",39137,"OH","Putnam County, OH","Low","Low","Low","Low",2291169,50448
"2086",39139,"OH","Richland County, OH","High","Low","Low","Low",3447825,55521
"2087",39141,"OH","Ross County, OH","High","Low","Low","Low",265554,5975
"2088",39143,"OH","Sandusky County, OH","High","Low","Low","Low",185750,5054
"2089",39145,"OH","Scioto County, OH","High","Low","High","Low",200920,1846
"2090",39147,"OH","Seneca County, OH","High","Low","Low","Low",208338,3247
"2091",39149,"OH","Shelby County, OH","High","Low","High","Low",9042710,134995
"2092",39151,"OH","Stark County, OH","High","Low","Low","Low",1412008,42961
"2093",39153,"OH","Summit County, OH","High","Low","Low","High",2103446,63446
"2094",39155,"OH","Trumbull County, OH","High","Low","Low","Low",648239,27835
"2095",39157,"OH","Tuscarawas County, OH","High","Low","Low","Low",366409,7259
"2096",39159,"OH","Union County, OH","Low","Low","Low","Low",7907543,375912
"2097",39161,"OH","Van Wert County, OH","High","Low","Low","Low",79340,1441
"2098",39163,"OH","Vinton County, OH","High","Low","High","Low",25024,770
"2099",39165,"OH","Warren County, OH","Low","Low","High","Low",3739324,89759
"2100",39167,"OH","Washington County, OH","High","Low","Low","Low",10598749,179119
"2101",39169,"OH","Wayne County, OH","Low","Low","Low","Low",12133399,793453
"2102",39171,"OH","Williams County, OH","High","Low","High","Low",381221,3520
"2103",39173,"OH","Wood County, OH","High","Low","Low","Low",1199673,27944
"2104",39175,"OH","Wyandot County, OH","High","Low","Low","Low",79467,2617
"2105",40001,"OK","Adair County, OK","Low","Low","Low","High",279062,8291
"2106",40003,"OK","Alfalfa County, OK","Low","Low","Low","Low",33466,70
"2107",40005,"OK","Atoka County, OK","High","Low","Low","High",75969,170
"2108",40007,"OK","Beaver County, OK","Low","Low","High","Low",559737,29140
"2109",40009,"OK","Beckham County, OK","High","Low","Low","Low",120632,1391
"2110",40011,"OK","Blaine County, OK","Low","Low","High","High",279691,2957
"2111",40013,"OK","Bryan County, OK","Low","Low","Low","High",465448,4442
"2112",40015,"OK","Caddo County, OK","Low","Low","Low","High",202397,4895
"2113",40017,"OK","Canadian County, OK","Low","Low","Low","High",669260,3764
"2114",40019,"OK","Carter County, OK","High","Low","High","High",549241,8884
"2115",40021,"OK","Cherokee County, OK","Low","Low","Low","High",2509424,40122
"2116",40023,"OK","Choctaw County, OK","High","Low","Low","High",196980,4598
"2117",40025,"OK","Cimarron County, OK","Low","Low","Low","Low",6547,13
"2118",40027,"OK","Cleveland County, OK","Low","Low","Low","High",1930046,31994
"2119",40029,"OK","Coal County, OK","High","Low","High","High",25117,100
"2120",40031,"OK","Comanche County, OK","High","Low","Low","High",533214,5082
"2121",40033,"OK","Cotton County, OK","High","Low","High","High",21518,727
"2122",40035,"OK","Craig County, OK","Low","Low","Low","High",103973,339
"2123",40037,"OK","Creek County, OK","Low","Low","High","High",279836,6303
"2124",40039,"OK","Custer County, OK","Low","Low","High","High",346670,3814
"2125",40041,"OK","Delaware County, OK","Low","Low","Low","High",4545908,213979
"2126",40043,"OK","Dewey County, OK","Low","Low","High","Low",89619,474
"2127",40045,"OK","Ellis County, OK","Low","Low","Low","Low",1167792,16798
"2128",40047,"OK","Garfield County, OK","Low","Low","Low","High",669245,6194
"2129",40049,"OK","Garvin County, OK","Low","Low","Low","High",135838,1417
"2130",40051,"OK","Grady County, OK","Low","Low","High","Low",411589,6576
"2131",40053,"OK","Grant County, OK","Low","Low","Low","Low",1687989,28993
"2132",40055,"OK","Greer County, OK","High","Low","Low","High",33558,1998
"2133",40057,"OK","Harmon County, OK","Low","Low","Low","High",12474,0
"2134",40059,"OK","Harper County, OK","Low","Low","High","Low",44456,915
"2135",40061,"OK","Haskell County, OK","High","Low","Low","High",104207,1275
"2136",40063,"OK","Hughes County, OK","High","Low","Low","High",195112,2284
"2137",40065,"OK","Jackson County, OK","Low","Low","Low","High",5185892,90335
"2138",40067,"OK","Jefferson County, OK","Low","Low","Low","Low",15825803,309081
"2139",40069,"OK","Johnston County, OK","High","Low","Low","High",1059649,13296
"2140",40071,"OK","Kay County, OK","Low","Low","Low","High",175414,3465
"2141",40073,"OK","Kingfisher County, OK","Low","Low","Low","Low",89707,556
"2142",40075,"OK","Kiowa County, OK","Low","Low","Low","High",43095,637
"2143",40077,"OK","Latimer County, OK","High","Low","Low","High",34246,510
"2144",40079,"OK","Le Flore County, OK","High","Low","Low","High",246651,2887
"2145",40081,"OK","Lincoln County, OK","Low","Low","Low","High",2971136,39319
"2146",40083,"OK","Logan County, OK","Low","Low","Low","High",1082458,18834
"2147",40085,"OK","Love County, OK","Low","Low","High","High",53304,150
"2148",40087,"OK","McClain County, OK","Low","Low","Low","Low",240485,1992
"2149",40089,"OK","McCurtain County, OK","High","Low","Low","High",276924,6248
"2150",40091,"OK","McIntosh County, OK","High","Low","Low","High",160967,3124
"2151",40093,"OK","Major County, OK","Low","Low","Low","Low",38291,412
"2152",40095,"OK","Marshall County, OK","Low","Low","High","High",2461176,33656
"2153",40097,"OK","Mayes County, OK","Low","Low","Low","High",163990,2563
"2154",40099,"OK","Murray County, OK","Low","Low","High","High",321567,2965
"2155",40101,"OK","Muskogee County, OK","Low","Low","Low","High",415997,5053
"2156",40103,"OK","Noble County, OK","Low","Low","Low","High",380587,10165
"2157",40105,"OK","Nowata County, OK","Low","Low","Low","High",42818,620
"2158",40107,"OK","Okfuskee County, OK","High","Low","Low","High",79109,1126
"2159",40109,"OK","Oklahoma County, OK","Low","Low","Low","High",4282892,41940
"2160",40111,"OK","Okmulgee County, OK","High","Low","Low","High",193253,1796
"2161",40113,"OK","Osage County, OK","Low","Low","Low","High",337138,4082
"2162",40115,"OK","Ottawa County, OK","Low","Low","Low","High",1553844,28277
"2163",40117,"OK","Pawnee County, OK","Low","Low","Low","High",140946,1160
"2164",40119,"OK","Payne County, OK","Low","Low","Low","High",450452,1948
"2165",40121,"OK","Pittsburg County, OK","High","Low","High","High",200491,3034
"2166",40123,"OK","Pontotoc County, OK","Low","Low","Low","High",422579,4750
"2167",40125,"OK","Pottawatomie County, OK","Low","Low","Low","High",418130,2960
"2168",40127,"OK","Pushmataha County, OK","High","Low","Low","High",43039,529
"2169",40129,"OK","Roger Mills County, OK","Low","Low","Low","Low",14266,445
"2170",40131,"OK","Rogers County, OK","Low","Low","High","High",435198,8493
"2171",40133,"OK","Seminole County, OK","High","Low","Low","High",2005965,39580
"2172",40135,"OK","Sequoyah County, OK","High","Low","High","High",187296,2063
"2173",40137,"OK","Stephens County, OK","High","Low","Low","Low",393092,8422
"2174",40139,"OK","Texas County, OK","Low","Low","Low","Low",439891,2755
"2175",40141,"OK","Tillman County, OK","Low","Low","Low","High",32031,607
"2176",40143,"OK","Tulsa County, OK","Low","Low","High","High",3806467,37461
"2177",40145,"OK","Wagoner County, OK","Low","Low","Low","High",332957,6415
"2178",40147,"OK","Washington County, OK","Low","Low","Low","High",10598749,179119
"2179",40149,"OK","Washita County, OK","High","Low","Low","Low",34940,134
"2180",40151,"OK","Woods County, OK","Low","Low","High","Low",41453,120
"2181",40153,"OK","Woodward County, OK","High","Low","Low","Low",168459,637
"2182",41001,"OR","Baker County, OR","High","Low","High","Low",301433,4645
"2183",41003,"OR","Benton County, OR","Low","Low","High","Low",3318334,58251
"2184",41005,"OR","Clackamas County, OR","High","Low","Low","Low",670903,12596
"2185",41007,"OR","Clatsop County, OR","High","Low","High","Low",42008,47
"2186",41009,"OR","Columbia County, OR","High","Low","Low","Low",2307534,47395
"2187",41011,"OR","Coos County, OR","High","Low","High","Low",70293,661
"2188",41013,"OR","Crook County, OR","High","Low","High","Low",45131,763
"2189",41015,"OR","Curry County, OR","High","Low","High","Low",290692,2246
"2190",41017,"OR","Deschutes County, OR","High","Low","High","Low",247890,2085
"2191",41019,"OR","Douglas County, OR","High","Low","High","Low",7625374,89786
"2192",41021,"OR","Gilliam County, OR","Low","Low","Low","Low",2156,25
"2193",41023,"OR","Grant County, OR","High","Low","Low","Low",1687989,28993
"2194",41025,"OR","Harney County, OR","Low","Low","Low","Low",7143,45
"2195",41027,"OR","Hood River County, OR","Low","Low","High","Low",57708,262
"2196",41029,"OR","Jackson County, OR","High","Low","High","Low",5185892,90335
"2197",41031,"OR","Jefferson County, OR","High","Low","Low","High",15825803,309081
"2198",41033,"OR","Josephine County, OR","High","Low","Low","Low",59930,829
"2199",41035,"OR","Klamath County, OR","High","Low","Low","Low",97487,713
"2200",41037,"OR","Lake County, OR","Low","Low","Low","Low",10437532,247745
"2201",41039,"OR","Lane County, OR","High","Low","High","Low",412175,4935
"2202",41041,"OR","Lincoln County, OR","High","Low","High","Low",2971136,39319
"2203",41043,"OR","Linn County, OR","High","Low","Low","Low",1497566,33122
"2204",41045,"OR","Malheur County, OR","Low","Low","Low","Low",291386,5006
"2205",41047,"OR","Marion County, OR","High","Low","Low","Low",11139856,313433
"2206",41049,"OR","Morrow County, OR","Low","Low","Low","Low",191578,1315
"2207",41051,"OR","Multnomah County, OR","High","Low","High","High",1890125,35032
"2208",41053,"OR","Polk County, OR","Low","Low","High","Low",9066243,176153
"2209",41055,"OR","Sherman County, OR","Low","Low","Low","Low",59829,974
"2210",41057,"OR","Tillamook County, OR","High","Low","Low","Low",15521,0
"2211",41059,"OR","Umatilla County, OR","High","Low","High","Low",582507,7068
"2212",41061,"OR","Union County, OR","High","Low","Low","Low",7907543,375912
"2213",41063,"OR","Wallowa County, OR","High","Low","High","Low",7635,281
"2214",41065,"OR","Wasco County, OR","High","Low","High","Low",64766,1852
"2215",41067,"OR","Washington County, OR","Low","Low","Low","High",10598749,179119
"2216",41069,"OR","Wheeler County, OR","Low","Low","Low","Low",75507,2239
"2217",41071,"OR","Yamhill County, OR","High","Low","Low","Low",188454,3440
"2218",42001,"PA","Adams County, PA","High","Low","High","Low",4493161,83550
"2219",42003,"PA","Allegheny County, PA","High","Low","Low","High",3316642,86524
"2220",42005,"PA","Armstrong County, PA","High","Low","High","Low",169420,4664
"2221",42007,"PA","Beaver County, PA","High","Low","Low","Low",559737,29140
"2222",42009,"PA","Bedford County, PA","High","Low","High","Low",672287,10175
"2223",42011,"PA","Berks County, PA","High","Low","High","Low",1992179,94327
"2224",42013,"PA","Blair County, PA","High","Low","Low","Low",342631,6651
"2225",42015,"PA","Bradford County, PA","High","Low","High","Low",330895,5102
"2226",42017,"PA","Bucks County, PA","High","Low","Low","Low",2489286,147840
"2227",42019,"PA","Butler County, PA","High","Low","High","Low",3020948,45139
"2228",42021,"PA","Cambria County, PA","High","Low","Low","Low",359492,6692
